loss,mae,mse,val_loss,val_mae,val_mse,learning_rate
0.24961231648921967,0.4322066307067871,0.24961231648921967,0.16861306130886078,0.3483887314796448,0.16861306130886078,0.0010000000474974513
0.19372272491455078,0.3883882462978363,0.19372272491455078,0.15837512910366058,0.3409123122692108,0.15837512910366058,0.0010000000474974513
0.17033517360687256,0.34988439083099365,0.17033517360687256,0.14850248396396637,0.334048867225647,0.14850248396396637,0.0010000000474974513
0.14737707376480103,0.31320667266845703,0.14737707376480103,0.14156872034072876,0.32958006858825684,0.14156872034072876,0.0010000000474974513
0.13210096955299377,0.29307928681373596,0.13210096955299377,0.13396278023719788,0.3235931396484375,0.13396278023719788,0.0010000000474974513
0.13104340434074402,0.29642099142074585,0.13104340434074402,0.12681958079338074,0.31812766194343567,0.12681958079338074,0.0010000000474974513
0.09899412840604782,0.27268561720848083,0.09899412840604782,0.11950837075710297,0.31166625022888184,0.11950837075710297,0.0010000000474974513
0.08778615295886993,0.2313014566898346,0.08778615295886993,0.1107640191912651,0.3031022250652313,0.1107640191912651,0.0010000000474974513
0.0792980045080185,0.23918890953063965,0.0792980045080185,0.10304613411426544,0.2949492931365967,0.10304613411426544,0.0010000000474974513
0.07573103904724121,0.23474381864070892,0.07573103904724121,0.09427651762962341,0.28420698642730713,0.09427651762962341,0.0010000000474974513
0.0931137427687645,0.2620396912097931,0.0931137427687645,0.08698372542858124,0.2741130590438843,0.08698372542858124,0.0010000000474974513
0.07196660339832306,0.21571406722068787,0.07196660339832306,0.08000298589468002,0.26364457607269287,0.08000298589468002,0.0010000000474974513
0.05227174982428551,0.1829129457473755,0.05227174982428551,0.07361934334039688,0.2535299062728882,0.07361934334039688,0.0010000000474974513
0.057708170264959335,0.18760830163955688,0.057708170264959335,0.06820200383663177,0.2444385290145874,0.06820200383663177,0.0010000000474974513
0.030651431530714035,0.15128090977668762,0.030651431530714035,0.06369415670633316,0.23638588190078735,0.06369415670633316,0.0010000000474974513
0.04935272037982941,0.17140120267868042,0.04935272037982941,0.059926241636276245,0.22928816080093384,0.059926241636276245,0.0010000000474974513
0.0488295704126358,0.1690123975276947,0.0488295704126358,0.05642654746770859,0.22222870588302612,0.05642654746770859,0.0010000000474974513
0.06730419397354126,0.20486408472061157,0.06730419397354126,0.053345486521720886,0.21540668606758118,0.053345486521720886,0.0010000000474974513
0.04887855798006058,0.160694420337677,0.04887855798006058,0.05077033489942551,0.209505096077919,0.05077033489942551,0.0010000000474974513
0.046012554317712784,0.16461320221424103,0.046012554317712784,0.04787880554795265,0.20299473404884338,0.04787880554795265,0.0010000000474974513
0.02334647625684738,0.12208189815282822,0.02334647625684738,0.04566323384642601,0.1978244185447693,0.04566323384642601,0.0010000000474974513
0.06094822660088539,0.179500550031662,0.06094822660088539,0.04325651004910469,0.19170992076396942,0.04325651004910469,0.0010000000474974513
0.04551413655281067,0.17830196022987366,0.04551413655281067,0.04085417091846466,0.18510039150714874,0.04085417091846466,0.0010000000474974513
0.0530242994427681,0.1775313913822174,0.0530242994427681,0.039154767990112305,0.17999158799648285,0.039154767990112305,0.0010000000474974513
0.03066384419798851,0.1373441219329834,0.03066384419798851,0.03768602013587952,0.17574967443943024,0.03768602013587952,0.0010000000474974513
0.04509861767292023,0.1513993740081787,0.04509861767292023,0.03638608008623123,0.17194834351539612,0.03638608008623123,0.0010000000474974513
0.04630240797996521,0.16828392446041107,0.04630240797996521,0.03513322025537491,0.168236643075943,0.03513322025537491,0.0010000000474974513
0.02183443307876587,0.11054585874080658,0.02183443307876587,0.03382765129208565,0.16438791155815125,0.03382765129208565,0.0010000000474974513
0.03687945753335953,0.13532888889312744,0.03687945753335953,0.03264133632183075,0.1604922115802765,0.03264133632183075,0.0010000000474974513
0.03333048149943352,0.13252390921115875,0.03333048149943352,0.03148365020751953,0.15657852590084076,0.03148365020751953,0.0010000000474974513
0.013846241869032383,0.092464379966259,0.013846241869032383,0.0303870290517807,0.15283331274986267,0.0303870290517807,0.0010000000474974513
0.024497810751199722,0.12103951722383499,0.024497810751199722,0.02967512235045433,0.15049868822097778,0.02967512235045433,0.0010000000474974513
0.03273066505789757,0.13382171094417572,0.03273066505789757,0.02852669358253479,0.14710606634616852,0.02852669358253479,0.0010000000474974513
0.014695304445922375,0.09893997758626938,0.014695304445922375,0.02757478691637516,0.14399731159210205,0.02757478691637516,0.0010000000474974513
0.031850069761276245,0.12766778469085693,0.031850069761276245,0.026706788688898087,0.14100539684295654,0.026706788688898087,0.0010000000474974513
0.028912073001265526,0.13116243481636047,0.028912073001265526,0.025787629187107086,0.1379360556602478,0.025787629187107086,0.0010000000474974513
0.0206962451338768,0.11950881779193878,0.0206962451338768,0.02513844147324562,0.13571827113628387,0.02513844147324562,0.0010000000474974513
0.013045959174633026,0.09912870079278946,0.013045959174633026,0.024572700262069702,0.1339314579963684,0.024572700262069702,0.0010000000474974513
0.0224443506449461,0.11029064655303955,0.0224443506449461,0.02383142150938511,0.1315792351961136,0.02383142150938511,0.0010000000474974513
0.022885773330926895,0.10904830694198608,0.022885773330926895,0.023164568468928337,0.12894472479820251,0.023164568468928337,0.0010000000474974513
0.019563112407922745,0.09516093134880066,0.019563112407922745,0.022456388920545578,0.1262817084789276,0.022456388920545578,0.0010000000474974513
0.021021643653512,0.10787249356508255,0.021021643653512,0.021700263023376465,0.12369173765182495,0.021700263023376465,0.0010000000474974513
0.014792794361710548,0.08828489482402802,0.014792794361710548,0.021138768643140793,0.12120726704597473,0.021138768643140793,0.0010000000474974513
0.02892470173537731,0.1366458386182785,0.02892470173537731,0.020324066281318665,0.11779162287712097,0.020324066281318665,0.0010000000474974513
0.024113958701491356,0.12608325481414795,0.024113958701491356,0.019596491008996964,0.11494533717632294,0.019596491008996964,0.0010000000474974513
0.013882329687476158,0.09806539863348007,0.013882329687476158,0.018918070942163467,0.11236807703971863,0.018918070942163467,0.0010000000474974513
0.020009711384773254,0.09899189323186874,0.020009711384773254,0.01833067461848259,0.1104743480682373,0.01833067461848259,0.0010000000474974513
0.018753398209810257,0.10988282412290573,0.018753398209810257,0.01772647723555565,0.10912168025970459,0.01772647723555565,0.0010000000474974513
0.013073382899165154,0.0937860906124115,0.013073382899165154,0.01696034148335457,0.10710717737674713,0.01696034148335457,0.0010000000474974513
0.020403511822223663,0.11536411941051483,0.020403511822223663,0.01614612154662609,0.1048038899898529,0.01614612154662609,0.0010000000474974513
0.015049971640110016,0.08917415887117386,0.015049971640110016,0.015363054350018501,0.10247431695461273,0.015363054350018501,0.0010000000474974513
0.021584734320640564,0.10226143151521683,0.021584734320640564,0.014503280632197857,0.09996513277292252,0.014503280632197857,0.0010000000474974513
0.0157771036028862,0.10105633735656738,0.0157771036028862,0.013610905036330223,0.09691548347473145,0.013610905036330223,0.0010000000474974513
0.02739446610212326,0.11554180830717087,0.02739446610212326,0.012962859123945236,0.09441841393709183,0.012962859123945236,0.0010000000474974513
0.019012853503227234,0.11249485611915588,0.019012853503227234,0.012529775500297546,0.09272710978984833,0.012529775500297546,0.0010000000474974513
0.017197079956531525,0.10410206019878387,0.017197079956531525,0.011928136460483074,0.09056128561496735,0.011928136460483074,0.0010000000474974513
0.011496813036501408,0.08612794429063797,0.011496813036501408,0.011430006474256516,0.08895065635442734,0.011430006474256516,0.0010000000474974513
0.011270955204963684,0.0780860036611557,0.011270955204963684,0.011104256846010685,0.0878465473651886,0.011104256846010685,0.0010000000474974513
0.023722141981124878,0.12172072380781174,0.023722141981124878,0.010565347969532013,0.08570697158575058,0.010565347969532013,0.0010000000474974513
0.01805710420012474,0.09902623295783997,0.01805710420012474,0.010223505087196827,0.08457140624523163,0.010223505087196827,0.0010000000474974513
0.011145181953907013,0.07949923723936081,0.011145181953907013,0.009598340839147568,0.08228772133588791,0.009598340839147568,0.0010000000474974513
0.019270241260528564,0.0963183045387268,0.019270241260528564,0.009067224338650703,0.08052428066730499,0.009067224338650703,0.0010000000474974513
0.01546949427574873,0.09356994926929474,0.01546949427574873,0.008579089306294918,0.0791640654206276,0.008579089306294918,0.0010000000474974513
0.015308303758502007,0.09325438737869263,0.015308303758502007,0.008133955299854279,0.07762753218412399,0.008133955299854279,0.0010000000474974513
0.013212255202233791,0.08575267344713211,0.013212255202233791,0.007801006082445383,0.07646587491035461,0.007801006082445383,0.0010000000474974513
0.013340191915631294,0.08866430819034576,0.013340191915631294,0.007437750697135925,0.07513323426246643,0.007437750697135925,0.0010000000474974513
0.010896531865000725,0.08143115043640137,0.010896531865000725,0.007259641773998737,0.07442181557416916,0.007259641773998737,0.0010000000474974513
0.019233115017414093,0.10647261142730713,0.019233115017414093,0.007005807012319565,0.07358412444591522,0.007005807012319565,0.0010000000474974513
0.010513946413993835,0.08197687566280365,0.010513946413993835,0.006702023558318615,0.0722685307264328,0.006702023558318615,0.0010000000474974513
0.011336825788021088,0.07301215827465057,0.011336825788021088,0.0063719842582941055,0.07049447298049927,0.0063719842582941055,0.0010000000474974513
0.01305236667394638,0.09511813521385193,0.01305236667394638,0.006019871681928635,0.06871326267719269,0.006019871681928635,0.0010000000474974513
0.01297010388225317,0.08822250366210938,0.01297010388225317,0.005805157590657473,0.06760939210653305,0.005805157590657473,0.0010000000474974513
0.030380461364984512,0.1252671182155609,0.030380461364984512,0.005226382054388523,0.06449779868125916,0.005226382054388523,0.0010000000474974513
0.010873211547732353,0.07997345179319382,0.010873211547732353,0.00472476240247488,0.0613722950220108,0.00472476240247488,0.0010000000474974513
0.01636127382516861,0.0985172837972641,0.01636127382516861,0.0043320865370333195,0.05848567187786102,0.0043320865370333195,0.0010000000474974513
0.04445600509643555,0.15728765726089478,0.04445600509643555,0.0039033235516399145,0.05511726811528206,0.0039033235516399145,0.0010000000474974513
0.007244844920933247,0.0705227255821228,0.007244844920933247,0.0035892643500119448,0.05270884931087494,0.0035892643500119448,0.0010000000474974513
0.010522161610424519,0.08033975213766098,0.010522161610424519,0.003412853693589568,0.05111677944660187,0.003412853693589568,0.0010000000474974513
0.007253714837133884,0.065965935587883,0.007253714837133884,0.0032286588102579117,0.04903630167245865,0.0032286588102579117,0.0010000000474974513
0.013989103958010674,0.08582408726215363,0.013989103958010674,0.0031114176381379366,0.047714658081531525,0.0031114176381379366,0.0010000000474974513
0.010315380990505219,0.07173715531826019,0.010315380990505219,0.0029414596501737833,0.045997753739356995,0.0029414596501737833,0.0010000000474974513
0.014531239867210388,0.10084560513496399,0.014531239867210388,0.0027917446568608284,0.044583819806575775,0.0027917446568608284,0.0010000000474974513
0.02171659655869007,0.11444009840488434,0.02171659655869007,0.002613536547869444,0.043170131742954254,0.002613536547869444,0.0010000000474974513
0.01130733173340559,0.0836016982793808,0.01130733173340559,0.0024902073200792074,0.042257726192474365,0.0024902073200792074,0.0010000000474974513
0.010331773199141026,0.06672108173370361,0.010331773199141026,0.002409993903711438,0.04137255996465683,0.002409993903711438,0.0010000000474974513
0.007265253458172083,0.06319653242826462,0.007265253458172083,0.0023233145475387573,0.040309615433216095,0.0023233145475387573,0.0010000000474974513
0.01138419657945633,0.08297647535800934,0.01138419657945633,0.002270741853863001,0.03943433240056038,0.002270741853863001,0.0010000000474974513
0.013046357780694962,0.0893462523818016,0.013046357780694962,0.0021614700090140104,0.037973444908857346,0.0021614700090140104,0.0010000000474974513
0.02212725393474102,0.09979544579982758,0.02212725393474102,0.0020525571890175343,0.036857765167951584,0.0020525571890175343,0.0010000000474974513
0.012135211378335953,0.08251877129077911,0.012135211378335953,0.0019525415264070034,0.036050982773303986,0.0019525415264070034,0.0010000000474974513
0.01044916920363903,0.07490286976099014,0.01044916920363903,0.0018847461324185133,0.035420533269643784,0.0018847461324185133,0.0010000000474974513
0.011283908039331436,0.07964684814214706,0.011283908039331436,0.0018496778793632984,0.03504626825451851,0.0018496778793632984,0.0010000000474974513
0.014170514419674873,0.09671235084533691,0.014170514419674873,0.0018040628638118505,0.03453806787729263,0.0018040628638118505,0.0010000000474974513
0.01005812082439661,0.08139018714427948,0.01005812082439661,0.00173384475056082,0.03415415436029434,0.00173384475056082,0.0010000000474974513
0.010621738620102406,0.07818430662155151,0.010621738620102406,0.0016879030736163259,0.033809978514909744,0.0016879030736163259,0.0010000000474974513
0.014190880581736565,0.09452325105667114,0.014190880581736565,0.0016290848143398762,0.033325809985399246,0.0016290848143398762,0.0010000000474974513
0.012472663074731827,0.08627039939165115,0.012472663074731827,0.0015986619982868433,0.033267393708229065,0.0015986619982868433,0.0010000000474974513
0.009901836514472961,0.07244550436735153,0.009901836514472961,0.0015879059210419655,0.0332346074283123,0.0015879059210419655,0.0010000000474974513
0.019905783236026764,0.09255993366241455,0.019905783236026764,0.0015834588557481766,0.03322009742259979,0.0015834588557481766,0.0010000000474974513
0.013406071811914444,0.08492009341716766,0.013406071811914444,0.0015745072159916162,0.03298122435808182,0.0015745072159916162,0.0010000000474974513
0.019044047221541405,0.10809344053268433,0.019044047221541405,0.0015637725591659546,0.03273740038275719,0.0015637725591659546,0.0010000000474974513
0.015848278999328613,0.09906911849975586,0.015848278999328613,0.0015503588365390897,0.03262250870466232,0.0015503588365390897,0.0010000000474974513
0.012065069749951363,0.08244487643241882,0.012065069749951363,0.0015418952098116279,0.03206834942102432,0.0015418952098116279,0.0010000000474974513
0.010461969301104546,0.08023937046527863,0.010461969301104546,0.0015284771798178554,0.03164125233888626,0.0015284771798178554,0.0010000000474974513
0.010960876941680908,0.07776156067848206,0.010960876941680908,0.0015020002610981464,0.031158696860074997,0.0015020002610981464,0.0010000000474974513
0.010392819531261921,0.08517975360155106,0.010392819531261921,0.0014805635437369347,0.030752655118703842,0.0014805635437369347,0.0010000000474974513
0.0076779755763709545,0.06122323125600815,0.0076779755763709545,0.0014446636196225882,0.030279673635959625,0.0014446636196225882,0.0010000000474974513
0.0059805335476994514,0.058539241552352905,0.0059805335476994514,0.001414216822013259,0.029820183292031288,0.001414216822013259,0.0010000000474974513
0.0067595262080430984,0.06645070016384125,0.0067595262080430984,0.00138376303948462,0.02936803176999092,0.00138376303948462,0.0010000000474974513
0.034304045140743256,0.12060049176216125,0.034304045140743256,0.0013519837521016598,0.02882220782339573,0.0013519837521016598,0.0010000000474974513
0.01640154793858528,0.08687137067317963,0.01640154793858528,0.0013454920845106244,0.028580453246831894,0.0013454920845106244,0.0010000000474974513
0.007157951593399048,0.06512519717216492,0.007157951593399048,0.001348267076537013,0.02874799445271492,0.001348267076537013,0.0010000000474974513
0.007877850905060768,0.06743399798870087,0.007877850905060768,0.0013641463592648506,0.02978162281215191,0.0013641463592648506,0.0010000000474974513
0.013175390660762787,0.08333910256624222,0.013175390660762787,0.0013752123340964317,0.03053184039890766,0.0013752123340964317,0.0010000000474974513
0.006746536120772362,0.06170956417918205,0.006746536120772362,0.0013779422733932734,0.031187426298856735,0.0013779422733932734,0.0010000000474974513
0.00679420679807663,0.05439472198486328,0.00679420679807663,0.001383458380587399,0.031565576791763306,0.001383458380587399,0.0010000000474974513
0.009139095433056355,0.0703347772359848,0.009139095433056355,0.0014117193641141057,0.0321950763463974,0.0014117193641141057,0.0010000000474974513
0.004583760164678097,0.052851997315883636,0.004583760164678097,0.0014482983388006687,0.03301078453660011,0.0014482983388006687,0.0010000000474974513
0.010180428624153137,0.0753994882106781,0.010180428624153137,0.001452860189601779,0.03318590670824051,0.001452860189601779,0.0010000000474974513
0.013190111145377159,0.08456885814666748,0.013190111145377159,0.001509333262220025,0.0340886265039444,0.001509333262220025,0.0010000000474974513
0.010702935047447681,0.08651618659496307,0.010702935047447681,0.0015816071536391973,0.03520594909787178,0.0015816071536391973,0.0010000000474974513
0.006493960972875357,0.0647275447845459,0.006493960972875357,0.0016018683090806007,0.03545120358467102,0.0016018683090806007,0.0010000000474974513
0.006498584523797035,0.06190546229481697,0.006498584523797035,0.001615001354366541,0.03555073216557503,0.001615001354366541,0.0010000000474974513
0.008529207669198513,0.07039742171764374,0.008529207669198513,0.0016133775934576988,0.03553980216383934,0.0016133775934576988,0.0005000000237487257
0.006452104076743126,0.06284379214048386,0.006452104076743126,0.0016230246983468533,0.03563595563173294,0.0016230246983468533,0.0005000000237487257
0.009222238324582577,0.07537823915481567,0.009222238324582577,0.0016223301645368338,0.035673048347234726,0.0016223301645368338,0.0005000000237487257
0.004460237920284271,0.054773762822151184,0.004460237920284271,0.0016145016998052597,0.03555513173341751,0.0016145016998052597,0.0005000000237487257
0.011343957856297493,0.07973882555961609,0.011343957856297493,0.0016402374021708965,0.03591093420982361,0.0016402374021708965,0.0005000000237487257
0.010322650894522667,0.07914614677429199,0.010322650894522667,0.0016459887847304344,0.03595774993300438,0.0016459887847304344,0.0005000000237487257
0.008298421278595924,0.06956072151660919,0.008298421278595924,0.0016279381234198809,0.03563568741083145,0.0016279381234198809,0.0005000000237487257
0.013872982002794743,0.08304113894701004,0.013872982002794743,0.0016479601617902517,0.035928040742874146,0.0016479601617902517,0.0005000000237487257
